sltime sliceddg slicedmod
0.0376360416412 0.698830409357 0.124899919936
0.099858045578 0.869565217391 0.122641509434
0.0235991477966 0.757142857143 0.122023809524
0.861474990845 0.69537037037 0.248765432099
0.54732298851 0.64974141984 0.343963553531
0.15639591217 0.89672801636 0.105849582173
2.74454402924 0.993227990971 0.0281227173119
2.74427008629 0.603625875567 0.364864864865
2.06582093239 0.571158094036 0.435576137292
2.97133302689 0.626517886446 0.367626502656
2.92435789108 0.602855867916 0.367005813953
3.51886200905 0.596635883905 0.391680625349
0.614979982376 0.590740740741 0.255976095618
0.669998884201 0.590277777778 0.2625
6.15353393555 0.548698384201 0.450240770465
1.54603815079 0.600985221675 0.319076714189
1.5453248024 0.650943396226 0.274136715997
0.460647106171 0.715263518138 0.266496163683
0.0046808719635 0.8 0.0473251028807
0.00466203689575 0.8 0.0473251028807
1.43506407738 0.618435155413 0.299065420561
2.24850201607 0.618697478992 0.299290780142
2.06357002258 0.7240365774 0.280726256983
2.72957801819 0.61083172147 0.372668810289
3.07839107513 0.630341880342 0.358061621298
3.56882596016 0.594074946047 0.430252986648
5.69038200378 0.669409660107 0.322145639796
0.414274930954 0.677570093458 0.282399547255
3.22804498672 0.639093484419 0.358458138964
4.12541913986 0.612987012987 0.373837569746
3.14349794388 0.59634551495 0.389202939514
0.0506520271301 0.522448979592 0.144588744589
0.044193983078 0.58064516129 0.132867132867
0.00499892234802 0.9 0.0477137176938
0.223433017731 0.590330788804 0.2252042007
0.442169904709 0.59126984127 0.248966942149
0.551977872849 0.591006423983 0.241675617615
0.317172050476 0.590697674419 0.233780760626
0.156596183777 0.589887640449 0.215853658537
0.114279985428 0.58934169279 0.205619412516
1.44232583046 0.635881104034 0.283582089552
1.93412399292 0.589219330855 0.337679269883
0.00806713104248 0.5 0.147260273973
1.32042694092 0.618181818182 0.300071787509
0.0865540504456 0.58865248227 0.19436997319
2.47076392174 0.650663942799 0.275623268698
0.0504019260406 0.587755102041 0.181946403385
1.37286996841 0.613684210526 0.302556818182
1.52166008949 0.638095238095 0.282269503546
0.00521612167358 0.9 0.0477137176938
0.0594999790192 0.492647058824 0.249657064472
0.00823283195496 0.5 0.147260273973
0.562520027161 0.591497227357 0.255721393035
1.71365880966 0.638095238095 0.282269503546
1.56830883026 0.591816367265 0.323287671233
1.56253099442 0.605846774194 0.314482758621
0.669568061829 0.59169550173 0.261996161228
1.363478899 0.614330874605 0.302061122957
0.0151309967041 0.489051094891 0.169717138103
2.22894310951 0.614330874605 0.302061122957
0.0115160942078 0.553191489362 0.166149068323
3.38333296776 0.578947368421 0.34523036989
1.51275992393 0.596403596404 0.317776252574
0.034373998642 0.586538461538 0.168154761905
0.00775408744812 0.475 0.153583617747
0.00924301147461 0.542857142857 0.151815181518
1.35407209396 0.597061909759 0.315379163714
0.0152289867401 0.530201342282 0.15867768595
0.00672483444214 0.8125 0.0490797546012
0.241206884384 0.476014760148 0.328328328328
0.757690906525 0.700819672131 0.278345250255
0.744954109192 0.736020151134 0.259303721489
0.0785348415375 0.250345781466 0.444053483462
0.00794911384583 0.530201342282 0.15867768595
0.117620944977 0.266558966074 0.468274111675
0.00485110282898 0.8125 0.0490797546012
0.141237974167 0.657571623465 0.269451269451
0.0159888267517 0.491228070175 0.141361256545
0.0067458152771 0.8 0.0473251028807
0.0985269546509 0.278388278388 0.452729693742
1.36138796806 0.635881104034 0.283582089552
2.1502840519 0.725432582436 0.279251605697
0.011087179184 0.72619047619 0.0891265597148
1.41231584549 0.595939086294 0.321304649549
0.719321966171 0.738167170191 0.255555555556
0.0938141345978 0.364217252396 0.459387483356
0.00509190559387 0.8125 0.0583501006036
0.388141870499 0.474264705882 0.32967032967
2.18636798859 0.606256742179 0.303879310345
1.60203790665 0.667996011964 0.266620973269
0.0155820846558 0.717647058824 0.0907473309609
1.35705399513 0.606256742179 0.303879310345
0.0111367702484 0.72619047619 0.0891265597148
1.35868597031 0.593582887701 0.315147164393
0.00859498977661 0.491228070175 0.141361256545
0.0079870223999 0.8 0.0473251028807
1.32564592361 0.598081023454 0.312320916905
0.165074110031 0.365217391304 0.440023068051
1.45242190361 0.638095238095 0.282269503546
0.00619101524353 0.8125 0.0583501006036
7.70315217972 0.752364360378 0.262204550475
2.07906293869 0.609836065574 0.3
1.26040506363 0.606256742179 0.303879310345
0.152825832367 0.28 0.431157078216
3.40271997452 0.573083778966 0.352344740177
1.58407592773 0.605076142132 0.313236313236
4.42081689835 0.752991026919 0.261446582614
0.0052649974823 0.45 0.0863453815261
1.29493308067 0.595698924731 0.313400576369
1.28078889847 0.603875134553 0.30487804878
1.74541783333 0.609702315325 0.298833819242
0.0173449516296 0.529850746269 0.158432708688
0.00672888755798 0.493975903614 0.116451016636
221.408823967 0.354465004023 0.68068833652
0.88251209259 0.739884393064 0.257900472212
0.00649189949036 0.493975903614 0.116451016636
0.202527999878 0.207440811725 0.457597173145
0.149033069611 0.36524822695 0.528554070474
0.0367140769958 0.583333333333 0.202001819836
0.193587064743 0.174757281553 0.453181272509
0.168918848038 0.341545352744 0.416615384615
61.7330229282 0.160664644933 0.855501519757
0.0061469078064 0.506172839506 0.113172541744
0.232971906662 0.476014760148 0.328328328328
0.00799512863159 0.558139534884 0.112522686025
218.753513813 0.358288770053 0.67703568161
0.00813603401184 0.536082474227 0.126582278481
15.7386789322 0.345730550285 0.636593059937
0.0577008724213 0.571180555556 0.233956133225
0.0424661636353 0.587606837607 0.208108108108
0.0696640014648 0.264150943396 0.427128427128
0.0439238548279 0.212091179386 0.611510791367
1.4441010952 0.614537444934 0.295702840495
0.0130109786987 0.526315789474 0.125
0.0418059825897 0.246296296296 0.476699029126
806.287139893 0.0792688135304 0.947081930415
14.2707808018 0.191706846673 0.787857518863
59.8718509674 0.159691002343 0.856229058788
0.0997002124786 0.275337837838 0.508813160987
0.617115974426 0.302568981922 0.563344051447
12.4355509281 0.200196270854 0.8005937016
0.09197306633 0.586134453782 0.210196779964
0.161675930023 0.265023112481 0.50622406639
0.171772003174 0.362410071942 0.528834355828
0.38872885704 0.474264705882 0.32967032967
0.0790998935699 0.587368421053 0.209489704566
14.5137760639 0.196215139442 0.782317844874
73.3879368305 0.119783763278 0.873287671233
2.77788305283 0.588007736944 0.332885003362
1.60595202446 0.614537444934 0.295702840495
0.0572299957275 0.285714285714 0.42345276873
0.0683650970459 0.255144032922 0.5872909699
0.0265061855316 0.272401433692 0.477229601518
0.145179986954 0.381165919283 0.516227801592
0.151979923248 0.258513931889 0.551282051282
0.0468170642853 0.264775413712 0.556617647059
0.241775989532 0.392270531401 0.50097213221
2.14797401428 0.596548004315 0.312635379061
0.113540887833 0.259079903148 0.55671641791
2.23004078865 0.609836065574 0.3
15.266201973 0.344406261932 0.637285986049
0.00569295883179 0.5 0.1
0.236618995667 0.352813852814 0.427791262136
0.198416948318 0.274193548387 0.529661016949
0.0602920055389 0.295555555556 0.424759871932
0.521979808807 0.272673733804 0.555190808371
0.955978870392 0.306466729147 0.562698917887
15.9046318531 0.338995301771 0.644712990937
0.162678956985 0.362410071942 0.528834355828
86.5949909687 0.120148755602 0.872905154452
0.00617599487305 0.591836734694 0.079766536965
0.269780158997 0.191866527633 0.479661016949
507.112087965 0.0990733644534 0.927085002633
13.9284520149 0.194596069869 0.805740903941
21.9943070412 0.164126423873 0.817535545024
7.3657450676 0.261247877759 0.71112383133
0.0360691547394 0.216409036861 0.576609918579
0.0862140655518 0.264069264069 0.521702838063
0.791478872299 0.302586206897 0.576047904192
90.2174088955 0.115398921332 0.87748783724
19.4564678669 0.191905499613 0.787601268052
807.670067072 0.0837576582709 0.941965963386
0.0276110172272 0.223858615611 0.532654792197
0.0339679718018 0.231654676259 0.532217573222
1.15271306038 0.26309148265 0.553510273973
21.2593009472 0.196215139442 0.782317844874
0.0840079784393 0.3046875 0.530583214794
0.0653600692749 0.216568047337 0.577121771218
0.0428810119629 0.253816793893 0.468441814596
0.834673166275 0.302586206897 0.576047904192
0.312872886658 0.393767705382 0.502871729419
0.0643301010132 0.221010901883 0.606278613473
0.171730995178 0.393346379648 0.498692810458
0.015487909317 0.533333333333 0.119047619048
7.42312598228 0.533870203695 0.436699321778
16.1664099693 0.254392008267 0.726815466834
17.9347369671 0.338995301771 0.644712990937
0.0890071392059 0.212240868707 0.611872146119
1.34559202194 0.298951048951 0.576783555018
0.103968143463 0.252883762201 0.613019891501
16.9389050007 0.197453991975 0.80285641418
0.0370190143585 0.264150943396 0.520938023451
7.12428808212 0.555726759117 0.413779210314
0.0593240261078 0.304955527319 0.511231603408
0.054484128952 0.224011713031 0.533389687236
19.2913370132 0.344406261932 0.637285986049
0.0936169624329 0.22711058264 0.570688378979
0.329644203186 0.165327210103 0.472009428403
1.33287811279 0.298951048951 0.576783555018
0.0959618091583 0.222870478413 0.575713240673
0.0455558300018 0.285388127854 0.424864864865
0.0763099193573 0.252894033838 0.612688821752
19.4494330883 0.344406261932 0.637285986049
118.412325144 0.70551766894 0.306288032454
221.586143017 0.354465004023 0.68068833652
5.64076781273 0.26251788269 0.7029492892
0.312536001205 0.36524822695 0.528554070474
0.089017868042 0.236641221374 0.476331360947
8.63163089752 0.259121695434 0.710056851598
1.00801992416 0.306466729147 0.562698917887
18.2141859531 0.345730550285 0.636593059937
34.6399171352 0.154316597923 0.831899404368
1.41501188278 0.298951048951 0.576783555018
0.0735940933228 0.280276816609 0.478584729981
0.0499660968781 0.229260935143 0.52622527945
21.4737639427 0.345730550285 0.636593059937
21.0158088207 0.344406261932 0.637285986049
0.121829986572 0.257243195786 0.611609814482
0.0544168949127 0.236742424242 0.477406679764
0.069718837738 0.264845605701 0.55604719764
18.3640489578 0.338995301771 0.644712990937
1.02531504631 0.302568981922 0.563344051447
0.108081102371 0.280487804878 0.477570093458
23.0000779629 0.340280273087 0.644016837041
266.510146141 0.358833333333 0.676604806815
237.694408894 0.358833333333 0.676604806815
0.138047933578 0.3 0.530935251799
25.2766218185 0.154758502429 0.831294868386
0.0567629337311 0.246323529412 0.477756286267
28.3882250786 0.15293626496 0.83380865958
16.3228540421 0.340280273087 0.644016837041
0.0556740760803 0.272241992883 0.478260869565
0.224187135696 0.395953757225 0.498706338939
0.0754148960114 0.26012145749 0.586366644606
1.07414293289 0.302586206897 0.576047904192
0.0656719207764 0.259036144578 0.557291666667
0.193958997726 0.36524822695 0.528554070474
91.5230789185 0.727508650519 0.284917275875
276.562967062 0.358833333333 0.676604806815
36.260821104 0.154847011724 0.831205107741
18.2298841476 0.198054694108 0.802049552471
7.29930782318 0.265613428783 0.698270199256
0.107918024063 0.404255319149 0.31605562579
18.6426770687 0.340280273087 0.644016837041
25.0815389156 0.164126423873 0.817535545024
0.174865007401 0.394862036156 0.500962155228
97.9540989399 0.705046343975 0.306857878286
0.0899760723114 0.222996515679 0.576221735959
0.289999008179 0.362410071942 0.528834355828
1.65411782265 0.433005299016 0.533794571581
241.18246007 0.354465004023 0.68068833652
0.10302901268 0.310087173101 0.511094108646
231.946596146 0.358833333333 0.676604806815
234.55033803 0.358288770053 0.67703568161
33.5501821041 0.163819255948 0.817900324388
15.458812952 0.345730550285 0.636593059937
0.10085105896 0.44976076555 0.363736263736
0.112530946732 0.21756097561 0.610355987055
16.6090071201 0.256320836966 0.725047679593
234.879124165 0.354465004023 0.68068833652
0.0644819736481 0.417021276596 0.281163434903
0.291921138763 0.437333333333 0.457345971564
0.227029800415 0.231759656652 0.5329441201
0.104691028595 0.21768707483 0.610716591349
0.0521759986877 0.45671641791 0.327649208283
0.0890989303589 0.260080645161 0.586798679868
0.19314289093 0.257217847769 0.611940298507
1.41952419281 0.306466729147 0.562698917887
255.409966946 0.358288770053 0.67703568161
0.0915620326996 0.270921985816 0.520661157025
0.417087078094 0.428276573787 0.492666666667
0.153842926025 0.391179290508 0.502901353965
0.784007072449 0.302568981922 0.563344051447
0.0582461357117 0.429561200924 0.376077586207
16.4266169071 0.198224852071 0.801892908077
1.30581283569 0.302568981922 0.563344051447
0.70698595047 0.306466729147 0.562698917887
0.921155929565 0.298951048951 0.576783555018
0.0497770309448 0.462337662338 0.338285714286
0.164644956589 0.362727272727 0.527194066749
0.0599868297577 0.244094488189 0.467935871743
281.164689064 0.353928052912 0.681114551084
8.9319319725 0.265613428783 0.698270199256
0.0419578552246 0.270803949224 0.521416803954
0.14470911026 0.441780821918 0.418198529412
0.515331029892 0.42654028436 0.505025125628
0.932964086533 0.302586206897 0.576047904192
37.7353379726 0.15336222564 0.833224840516
0.19459605217 0.365591397849 0.526927784578
147.934165001 0.115420386905 0.877466159427
1.27993416786 0.423797881011 0.525900900901
130.704062939 0.115057343692 0.877849159553
0.208011865616 0.614779874214 0.200772200772
0.0485768318176 0.295154185022 0.4261424017
8.17686486244 0.258939580764 0.714576773477
0.06711602211 0.389502762431 0.361556064073
0.38646697998 0.220039292731 0.510447761194
0.0608520507812 0.419864559819 0.38338658147
0.358039855957 0.430351075878 0.478693181818
0.22757601738 0.433128834356 0.465168539326
0.753014087677 0.425366695427 0.517322372284
0.111111164093 0.983673469388 0.0636152055857
15.4391729832 0.19599285856 0.782600864553
0.0614240169525 0.480427046263 0.28664921466
0.94237613678 0.425065731814 0.516033254157
20.6675460339 0.338995301771 0.644712990937
0.0651798248291 0.237113402062 0.525869380831
0.158223867416 0.445109780439 0.393393393393
0.353014945984 0.434497816594 0.486842105263
0.0497500896454 0.25512295082 0.5877251501
233.297413111 0.353928052912 0.681114551084
0.261696100235 0.217475728155 0.513353115727
0.0429589748383 0.468253968254 0.282786885246
0.0846099853516 0.452538631347 0.368143459916
0.182275056839 0.440124416796 0.426585577758
12.6706771851 0.261257434155 0.711094137865
0.470926046371 0.432532347505 0.509864364982
0.0828030109406 0.445242369838 0.402266288952
0.425291061401 0.428571428571 0.494404213298
0.0559928417206 0.478260869565 0.295019157088
0.172677993774 0.44 0.423144876325
319.907891035 0.353928052912 0.681114551084
13.8350939751 0.254479669194 0.726729559748
0.0378308296204 0.220606060606 0.571535580524
241.484911919 0.353928052912 0.681114551084
0.109308958054 0.215508559919 0.607402511566
268.81840992 0.358288770053 0.67703568161
211.838864803 0.120168886002 0.901916493135
87.4541430473 0.726939655172 0.285577291906
3.29163789749 0.414974619289 0.525610339876
1.68309688568 0.499330655957 0.393026941363
0.0712859630585 0.463215258856 0.331775700935
0.189931154251 0.217973231358 0.516192345437
2.71153306961 0.414179104478 0.529439472445
0.241391897202 0.436005625879 0.444444444444
16.9681038857 0.197342928314 0.802958806275
0.454578876495 0.430632630411 0.480728801682
0.885943174362 0.432128514056 0.52754590985
0.0206778049469 0.417721518987 0.283149171271
0.0518469810486 0.452229299363 0.373319544984
29.5598678589 0.154404440017 0.831810356244
0.0923588275909 0.445269016698 0.398076923077
1.4369468689 0.422696115765 0.534796573876
0.0482311248779 0.475409836066 0.324009324009
0.0479362010956 0.403571428571 0.314321926489
0.337589979172 0.43287327478 0.462765957447
3.35630989075 0.415384615385 0.523648648649
0.0719871520996 0.413533834586 0.390134529148
0.496869087219 0.435774309724 0.473062730627
0.280345916748 0.43621399177 0.447304907482
0.830806016922 0.426840633737 0.506517690875
1.31604003906 0.421686746988 0.536624203822
2.72638916969 0.412688031393 0.523529411765
0.291975975037 0.43928035982 0.439252336449
0.742127180099 0.42270531401 0.527901785714
1.34961986542 0.43108974359 0.528333333333
1.23843812943 0.499330655957 0.393026941363
0.751335144043 0.424096385542 0.527019498607
1.29876589775 0.422990232908 0.535771065183
17.8285591602 0.738805970149 0.296004175607
0.469253063202 0.612 0.24558050645
0 0.713777144891 0.291685876748
5.89844799042 0.713364385525 0.302333117304
1.99566793442 0.597552685248 0.315924657534
17.8240721226 0.572295961593 0.428641191552
0.384253025055 0.871722182849 0.141860465116
0 0.671612903226 0.341848647164
1.05824804306 0.775791784258 0.246475195822
